date,unit_value_usd,country
2022-08-06,1.00,"VENEZUELA, BOLIVARIAN REPUBLIC OF"
2022-08-06,1.47,KENYA
2022-08-16,1247.61,NEPAL
2022-08-18,1346.88,KENYA
2022-08-18,35.01,OMAN
2022-08-23,1.37,SRI LANKA
2022-08-27,0.00,MALAYSIA
2022-08-29,114.21,UNITED ARAB EMIRATES
2022-08-08,1.57,KENYA
2022-08-08,1306.98,UGANDA
2022-08-08,1.57,KENYA
2022-08-08,1306.98,UGANDA
2022-08-09,1.33,JORDAN
2022-08-09,1.33,JORDAN
2022-08-19,1341.78,QATAR
2022-08-19,1347.38,QATAR
2022-12-06,4.52,UNITED STATES
2022-12-06,4.52,UNITED STATES
2022-12-01,1060.01,UNITED ARAB EMIRATES
2022-12-14,1.38,NEPAL
2022-12-17,1.25,NEPAL
2022-12-17,1.25,NEPAL
2022-12-17,74.88,UNITED ARAB EMIRATES
2022-12-21,1.63,SAUDI ARABIA
2022-12-21,1.63,SAUDI ARABIA
2022-12-26,74.71,UNITED ARAB EMIRATES
2022-12-27,6.36,BANGLADESH
2022-12-27,10.02,BANGLADESH
2022-12-29,1.25,NEPAL
2022-12-29,12.22,INDONESIA
2022-12-01,1060.01,UNITED ARAB EMIRATES
2022-12-01,1060.01,UNITED ARAB EMIRATES
2022-12-05,1.36,NEPAL
2022-12-12,1.29,SRI LANKA
2022-12-13,1.27,NEPAL
2022-12-13,1.27,NEPAL
2022-12-17,1.25,NEPAL
2022-12-17,1.25,NEPAL
2022-12-17,1.25,NEPAL
2022-12-19,1.14,NEPAL
2022-12-19,0.00,GERMANY
2021-10-03,28552.00,NEPAL
2021-10-05,10.00,SWITZERLAND
2021-10-07,42862.40,BANGLADESH
2021-10-07,1409088.00,NEPAL
2021-10-09,42309.60,SAUDI ARABIA
2021-10-13,444.00,KENYA
2021-10-14,56160.00,UNITED STATES
2021-10-14,56160.00,UNITED STATES
2021-10-14,444.00,KENYA
2021-10-16,604800.00,NEPAL
2021-10-20,56160.00,UNITED STATES
2021-10-20,56160.00,UNITED STATES
2021-10-20,444.00,KENYA
2021-10-21,1180.00,MALDIVES
2021-10-23,1113528.00,NEPAL
2021-10-23,42292.60,BANGLADESH
