date,unit_value_usd,country
2022-05-17,15.93,"TANZANIA, UNITED REPUBLIC OF"
2022-03-05,0.00,MOROCCO
2021-09-27,1.00,AUSTRALIA
2022-01-18,0.09,TURKEY
