date,unit_value_usd,country
2023-03-01,518.93,TURKEY
2023-03-01,518.93,TURKEY
2023-03-01,518.93,TURKEY
2023-03-01,1.10,MALAWI
2023-03-24,506.41,TURKEY
2023-03-24,506.41,TURKEY
2023-03-26,0.77,NEPAL
2023-03-27,0.00,SOUTH AFRICA
2023-03-27,375.00,TURKEY
2023-03-31,506.41,TURKEY
2023-03-31,506.41,TURKEY
2023-03-31,506.41,TURKEY
2023-03-31,506.41,TURKEY
2023-03-30,506.41,TURKEY
2023-03-30,506.41,TURKEY
2023-03-24,3.78,JORDAN
2023-03-10,519.27,TURKEY
2023-03-25,555.22,TURKEY
2023-03-28,499.08,SOUTH AFRICA
2023-03-28,499.08,SOUTH AFRICA
2023-03-28,567.42,"TANZANIA, UNITED REPUBLIC OF"
2023-03-28,544.84,"TANZANIA, UNITED REPUBLIC OF"
2023-03-28,567.42,"TANZANIA, UNITED REPUBLIC OF"
2023-03-28,375.00,TURKEY
2023-03-28,534.99,TURKEY
2023-03-28,534.99,TURKEY
2023-03-29,534.99,TURKEY
2023-03-29,534.99,TURKEY
2023-03-29,534.99,TURKEY
2023-03-28,0.77,NEPAL
2022-04-06,0.85,NEPAL
2022-04-09,914.78,UNITED ARAB EMIRATES
2022-04-09,914.78,UNITED ARAB EMIRATES
2022-04-09,1.28,SUDAN
2022-04-21,1.06,NEPAL
2022-04-21,1.07,NEPAL
2022-04-28,1.08,CANADA
2022-04-12,814.91,"CONGO, THE DEMOCRATIC REPUBLIC OF THE"
2022-04-12,915.45,LEBANON
2022-04-12,915.45,LEBANON
2022-04-01,805.00,BELGIUM
2022-04-04,1.04,NEPAL
2022-04-05,0.87,UNITED ARAB EMIRATES
2022-04-14,873.50,UNITED ARAB EMIRATES
2022-04-16,1.25,UGANDA
2022-04-16,1.25,UGANDA
2022-04-15,7.15,CHINA
2022-04-15,7.15,CHINA
2022-04-18,917.44,SOUTH AFRICA
2022-04-22,1.01,NEPAL
2022-04-20,0.86,UNITED ARAB EMIRATES
2022-04-24,1.04,NEPAL
2022-04-28,935.06,UNITED ARAB EMIRATES
2022-04-28,935.06,UNITED ARAB EMIRATES
2022-04-03,1099.73,OMAN
2022-04-02,857.71,KENYA
2022-04-02,857.71,KENYA
2022-04-17,1.09,NEPAL
2022-04-30,1.06,NEPAL
2022-04-11,1000.00,"TANZANIA, UNITED REPUBLIC OF"
2022-04-19,0.95,NEPAL
2022-04-19,0.81,NEPAL
2022-04-19,0.92,NEPAL
2022-02-02,1029.89,MOZAMBIQUE
2022-02-02,1059.78,"TANZANIA, UNITED REPUBLIC OF"
2022-02-01,949.05,UNITED ARAB EMIRATES
2022-02-01,949.05,UNITED ARAB EMIRATES
2022-02-11,0.86,NEPAL
2022-02-13,912.22,UNITED ARAB EMIRATES
2022-02-16,927.08,UNITED ARAB EMIRATES
2022-02-20,827.17,UNITED ARAB EMIRATES
2022-02-20,827.17,UNITED ARAB EMIRATES
2022-02-21,0.89,NEPAL
2022-02-21,944.18,UNITED ARAB EMIRATES
2022-02-21,944.18,UNITED ARAB EMIRATES
2022-02-23,2.58,NEPAL
2022-02-24,0.86,NEPAL
2022-02-24,885.00,MAURITANIA
2022-02-26,0.99,SAUDI ARABIA
2022-02-26,1.15,NEPAL
2022-02-03,0.87,NEPAL
2022-02-03,985.73,UKRAINE
2022-02-05,760.97,EGYPT
2022-02-06,0.92,NEPAL
2022-02-06,0.82,NEPAL
2022-02-06,1034.44,INDONESIA
2022-02-06,0.99,NEPAL
2022-02-10,0.92,NEPAL
2022-02-10,0.92,NEPAL
2022-02-14,1.08,SAUDI ARABIA
2022-02-17,830.00,TURKEY
2022-02-16,919.95,"IRAN, ISLAMIC REPUBLIC OF"
2022-02-21,827.17,UNITED ARAB EMIRATES
2022-02-22,1.08,NEPAL
2022-02-22,827.17,UNITED ARAB EMIRATES
2022-02-22,827.17,UNITED ARAB EMIRATES
2022-02-19,815.06,COTE D`IVOIRE
2022-02-19,815.06,COTE D`IVOIRE
2022-02-23,944.18,UNITED ARAB EMIRATES
2022-02-23,944.18,UNITED ARAB EMIRATES
2022-02-26,0.99,SAUDI ARABIA
2022-02-27,919.08,UNITED ARAB EMIRATES
2022-02-27,0.86,NEPAL
2022-02-27,0.86,NEPAL
2022-02-15,957.46,UNITED ARAB EMIRATES
2022-02-02,0.87,NEPAL
2022-02-02,985.73,UKRAINE
2022-02-05,0.89,UNITED ARAB EMIRATES
2022-02-18,1.14,NEPAL
2022-06-05,1.11,NEPAL
2022-06-05,1.04,NEPAL
2022-06-22,2.11,BURUNDI
2022-06-22,844.01,UNITED ARAB EMIRATES
2022-06-25,876.38,LEBANON
2022-06-26,899.68,UNITED ARAB EMIRATES
2022-06-25,0.95,UNITED ARAB EMIRATES
2022-06-28,1.05,NEPAL
2022-06-29,0.98,NEPAL
2022-06-29,0.98,NEPAL
2022-06-29,1040.13,ETHIOPIA
2022-06-30,1.01,NEPAL
2022-06-29,0.96,NEPAL
2022-06-29,1.19,NEPAL
2022-06-03,1.04,NEPAL
2022-06-03,1.29,NEPAL
2022-06-02,0.95,UNITED ARAB EMIRATES
2022-06-04,0.90,NEPAL
2022-06-07,1318.00,UNITED STATES
2022-06-07,1.04,NEPAL
2022-06-08,1.15,NEPAL
2022-06-09,4.34,UNITED ARAB EMIRATES
2022-06-09,1.30,NEPAL
2022-06-09,873.70,UNITED ARAB EMIRATES
2022-06-09,0.93,NEPAL
2022-06-13,1.02,NEPAL
2022-06-14,0.82,NEPAL
2022-06-14,845.05,SAUDI ARABIA
2022-06-14,845.05,SAUDI ARABIA
2022-06-16,0.95,NEPAL
2022-06-16,0.95,NEPAL
2022-06-17,0.93,UNITED STATES
2022-06-23,899.68,UNITED ARAB EMIRATES
2022-06-15,1.02,NEPAL
2022-03-03,1000.00,"TANZANIA, UNITED REPUBLIC OF"
2022-03-03,915.27,UNITED ARAB EMIRATES
2022-03-03,915.27,UNITED ARAB EMIRATES
2022-03-01,1.02,NEPAL
2022-03-01,1100.20,OMAN
2022-03-04,1.14,NEPAL
2022-03-01,770.01,MOZAMBIQUE
2022-03-04,0.80,NEPAL
2022-03-04,1010.01,"TANZANIA, UNITED REPUBLIC OF"
2022-03-04,0.91,NEPAL
2022-03-02,1.14,NEPAL
2022-03-06,0.91,NEPAL
2022-03-07,0.87,NEPAL
2022-03-09,843.90,MOZAMBIQUE
2022-03-12,889.93,TURKEY
2022-03-11,815.21,SENEGAL
2022-03-10,0.82,NEPAL
2022-03-11,0.86,KENYA
2022-03-10,871.91,NIGERIA
2022-03-10,871.91,NIGERIA
2022-03-15,0.91,NEPAL
2022-03-15,1.01,NEPAL
2022-03-17,1.04,QATAR
2022-03-17,884.59,OMAN
2022-03-21,956.78,SOUTH AFRICA
2022-03-21,956.78,SOUTH AFRICA
2022-03-21,0.89,NEPAL
2022-03-21,0.87,NEPAL
2022-03-21,919.55,UNITED ARAB EMIRATES
2022-03-22,924.87,UNITED ARAB EMIRATES
2022-03-22,919.55,UNITED ARAB EMIRATES
2022-03-08,901.27,JORDAN
2022-03-22,0.89,NEPAL
2022-03-19,972.07,UNITED ARAB EMIRATES
2022-03-19,0.90,KUWAIT
2022-03-24,773.94,EGYPT
2022-03-24,940.16,UNITED STATES
2022-03-24,815.16,"CONGO, THE DEMOCRATIC REPUBLIC OF THE"
2022-03-25,0.90,NEPAL
2022-03-25,219.41,SPAIN
2022-03-25,206.12,SPAIN
2022-03-27,773.94,EGYPT
2022-03-27,960.11,SAUDI ARABIA
2022-03-28,4.99,THAILAND
2022-03-28,948.80,EGYPT
2022-03-26,970.08,SOUTH AFRICA
2022-03-26,970.08,SOUTH AFRICA
2022-03-28,880.32,KENYA
2022-03-29,956.78,SOUTH AFRICA
2022-03-29,0.93,JORDAN
2022-03-29,789.23,EGYPT
2022-03-29,849.73,SIERRA LEONE
2022-03-30,773.94,EGYPT
2022-03-30,1009.97,TOGO
2022-03-30,849.73,BENIN
2022-03-31,1.11,NEPAL
2022-03-25,773.94,EGYPT
2022-03-25,773.94,EGYPT
2022-03-25,1.13,NEPAL
2022-03-25,773.94,EGYPT
2022-03-25,970.08,SOUTH AFRICA
2022-03-25,970.08,SOUTH AFRICA
2022-03-26,1000.00,SAUDI ARABIA
2022-03-26,972.07,UNITED ARAB EMIRATES
2022-03-26,972.07,UNITED ARAB EMIRATES
