date,unit_value_usd,country
2021-09-09,2970.00,UGANDA
2021-09-27,51.40,RWANDA
2021-09-27,10.28,RWANDA
2021-09-27,20412.00,SRI LANKA
2021-09-27,6.58,RWANDA
2021-09-29,114.39,MALAYSIA
2021-09-30,44.00,SRI LANKA
2021-09-30,33436.48,"TANZANIA, UNITED REPUBLIC OF"
2021-06-03,6000.02,BHUTAN
2021-06-07,87.07,GABON
2021-06-08,87.07,GABON
2021-06-07,61.98,GABON
2021-06-07,6.80,UGANDA
2021-06-08,61.98,GABON
2021-06-09,240794.00,NEPAL
2021-06-13,28804.65,UNITED STATES
2021-06-14,45.60,MALDIVES
2021-06-15,6.80,UGANDA
2021-06-18,3375.00,NEPAL
2021-06-19,42.06,RWANDA
2021-06-21,91.41,MAURITIUS
2021-06-21,1380.00,SUDAN
2021-06-23,1.00,ISRAEL
2021-06-23,25047.89,UNITED ARAB EMIRATES
2021-06-23,25029.27,UNITED ARAB EMIRATES
2021-06-25,1388.00,"TAIWAN, PROVINCE OF CHINA"
2021-06-30,45.60,MALDIVES
2021-06-30,1380.00,SUDAN
2021-11-01,6003.00,BHUTAN
2021-11-01,348.00,BHUTAN
2021-11-01,348.00,BHUTAN
2021-11-01,6003.00,BHUTAN
2021-11-02,110.00,BANGLADESH
2021-11-03,740.00,BANGLADESH
2021-11-03,493.00,BANGLADESH
2021-11-15,7200.00,GERMANY
2021-11-16,400.00,BANGLADESH
2021-11-17,600.00,AUSTRALIA
2021-11-17,180.00,AUSTRALIA
2021-11-22,75.00,QATAR
2021-11-22,1500.00,NEPAL
2021-11-22,21414.40,SRI LANKA
2021-11-22,15.95,UGANDA
2021-11-23,14.20,INDONESIA
2021-11-23,20.92,INDONESIA
2021-11-26,36964.80,"CONGO, THE DEMOCRATIC REPUBLIC OF THE"
2021-11-29,728.00,BHUTAN
2021-11-29,1144.00,BHUTAN
2021-11-30,17280.00,GERMANY
2021-11-30,210.00,UGANDA
2022-01-01,7516.94,GHANA
2022-01-08,7516.94,GHANA
2022-01-11,1.11,CROATIA
2022-01-11,7516.94,GHANA
2022-01-11,7516.94,GHANA
2022-01-12,20000.00,NEPAL
2022-01-11,7200.00,GERMANY
2022-01-13,15772.68,"VIETNAM, DEMOCRATIC REPUBLIC OF"
2022-01-13,9500.00,MOZAMBIQUE
2022-01-15,29377.53,UNITED ARAB EMIRATES
2022-01-16,26707.20,"TANZANIA, UNITED REPUBLIC OF"
2022-01-16,2160.00,NEPAL
