date,unit_value_usd,country
2022-11-21,2.98,NEPAL
2022-11-06,0.37,NEPAL
2022-11-01,0.38,SRI LANKA
2022-11-01,0.38,SRI LANKA
2022-11-05,0.39,SRI LANKA
2022-11-11,0.38,SRI LANKA
2022-11-12,0.38,SRI LANKA
2022-11-21,0.41,SRI LANKA
2022-11-08,0.32,SRI LANKA
2022-05-16,3.13,MOZAMBIQUE
2022-05-16,3.13,MOZAMBIQUE
2022-05-16,2.71,MOZAMBIQUE
2022-05-02,8.19,TURKEY
2022-05-02,8.19,TURKEY
2022-05-18,0.40,NEPAL
2022-05-19,11.94,TOGO
2022-05-18,5.31,"TANZANIA, UNITED REPUBLIC OF"
2022-05-18,0.40,NEPAL
2022-05-18,0.40,NEPAL
2022-05-19,0.44,SRI LANKA
2022-05-27,3.32,NEPAL
2022-05-06,6.90,GABON
2022-05-10,0.40,NEPAL
2022-05-10,9.95,GHANA
2022-05-11,12.08,GHANA
2022-05-10,0.40,NEPAL
2022-05-23,0.39,NEPAL
2022-05-23,0.39,NEPAL
2022-05-28,7.46,UNITED STATES
2022-05-28,7.46,UNITED STATES
2022-05-27,91.03,BRAZIL
2022-05-26,7.80,GABON
2022-05-25,0.52,NEPAL
2022-05-26,6.76,GABON
2022-05-24,0.39,NEPAL
2022-05-14,0.53,NEPAL
2022-05-15,0.40,NEPAL
2022-05-31,1.95,CHILE
2022-05-31,0.39,NEPAL
2022-05-13,3.22,MALAYSIA
2022-05-13,3.22,MALAYSIA
2022-05-13,3.21,MALAYSIA
2022-05-26,0.55,SRI LANKA
2022-05-26,4.40,KENYA
2022-05-26,5.20,KENYA
2022-05-26,0.39,NEPAL
2022-05-07,460.08,SRI LANKA
2022-05-04,460.07,SRI LANKA
2022-05-04,459.97,SRI LANKA
2022-05-04,460.04,SRI LANKA
2022-05-07,0.40,NEPAL
2022-05-20,0.39,NEPAL
2022-05-20,0.39,NEPAL
2022-05-13,0.40,NEPAL
2022-05-12,185.80,OMAN
2022-05-12,439.95,SRI LANKA
2023-02-24,2.54,RWANDA
2023-02-24,2.54,RWANDA
2023-02-24,7.63,RWANDA
2023-02-24,7.63,RWANDA
2023-02-25,2.44,ISRAEL
2023-02-25,3.41,ISRAEL
2023-02-24,12.21,UNITED ARAB EMIRATES
2023-02-26,396.64,NEPAL
2023-02-27,2.44,QATAR
2023-02-26,3.24,NEPAL
2023-02-25,0.37,NEPAL
2023-02-22,4.07,MALDIVES
2023-02-10,0.37,NEPAL
2023-02-05,0.44,NEPAL
2023-02-05,12.34,ZAMBIA
2023-02-05,12.34,ZAMBIA
2023-02-01,0.30,SRI LANKA
2023-02-01,8.44,MOZAMBIQUE
2023-02-01,8.44,MOZAMBIQUE
2023-02-01,0.37,NEPAL
2023-02-02,33.09,OMAN
2023-02-02,8.82,OMAN
2023-02-16,2.74,MALAYSIA
2023-02-15,0.37,NEPAL
2023-02-06,0.37,NEPAL
2023-02-06,0.37,NEPAL
2023-02-03,25.06,ETHIOPIA
2023-02-03,10.69,ETHIOPIA
2023-02-03,3.08,MYANMAR
2023-02-08,4.68,NETHERLANDS
2023-02-08,3.55,NETHERLANDS
2023-02-08,3.64,NETHERLANDS
2023-02-08,3.56,NETHERLANDS
2023-02-14,0.41,BANGLADESH
2023-02-18,3.30,NEPAL
2023-02-14,0.37,NEPAL
2023-02-15,0.39,SRI LANKA
2023-02-21,0.37,NEPAL
2023-02-07,4.01,MYANMAR
2023-02-07,0.30,SRI LANKA
2023-02-07,0.37,NEPAL
2023-02-17,0.30,SRI LANKA
2023-02-20,396.88,NEPAL
2023-02-20,0.37,NEPAL
2023-02-22,0.00,BHUTAN
2023-02-22,0.63,KENYA
2023-02-23,2.60,MALAYSIA
2023-02-23,2.63,MALAYSIA
2023-02-28,12.21,UNITED ARAB EMIRATES
2023-02-28,12.21,EGYPT
2023-02-28,0.37,NEPAL
2022-07-15,396.46,NEPAL
2022-07-15,0.38,NEPAL
2022-07-16,168.80,BURUNDI
2022-07-24,391.31,NEPAL
2022-07-25,391.30,NEPAL
2022-07-26,3.28,NEPAL
2022-07-18,396.57,NEPAL
2022-07-21,0.38,NEPAL
2022-07-21,6.61,NETHERLANDS
2022-07-21,6.61,NETHERLANDS
2022-07-22,389.00,SRI LANKA
2022-07-21,8.72,NETHERLANDS
2022-07-21,7.25,NETHERLANDS
2022-07-21,8.74,NETHERLANDS
2022-07-06,3.29,NEPAL
2022-07-28,5.05,"TANZANIA, UNITED REPUBLIC OF"
2022-07-28,371.97,SRI LANKA
2022-07-28,371.84,SRI LANKA
2022-07-01,427.40,NEPAL
2022-07-03,427.05,NEPAL
2022-07-02,0.39,NEPAL
2022-07-02,8.20,UGANDA
2022-07-02,1.94,BHUTAN
2022-07-31,0.38,NEPAL
2022-07-06,7.77,UGANDA
2022-07-06,6.47,UGANDA
2022-07-06,0.40,UNITED ARAB EMIRATES
2022-07-06,8.20,UGANDA
2022-07-26,391.27,NEPAL
2022-07-20,1.74,BHUTAN
2022-07-05,3.24,"YEMEN, DEMOCRATIC"
2022-07-05,6.15,"YEMEN, DEMOCRATIC"
2022-07-04,0.39,NEPAL
2022-07-28,0.51,NEPAL
2022-07-13,0.38,NEPAL
2022-07-11,388.85,SRI LANKA
2022-07-11,3.65,UNITED ARAB EMIRATES
2022-07-11,4.30,UNITED ARAB EMIRATES
2022-07-07,0.39,NEPAL
2022-07-14,0.38,NEPAL
2022-07-14,0.38,NEPAL
2022-07-14,0.38,NEPAL
2022-07-05,388.95,SRI LANKA
2022-07-05,388.95,SRI LANKA
2022-07-19,0.38,NEPAL
2022-07-29,0.38,NEPAL
2022-07-29,29.46,ZAMBIA
2022-07-09,389.02,SRI LANKA
2022-07-09,0.47,NEPAL
2022-07-09,0.38,NEPAL
2023-03-23,0.37,NEPAL
2023-03-21,350.02,BANGLADESH
2023-03-20,425.06,GABON
2023-03-02,18.01,BANGLADESH
2023-03-03,18.04,BANGLADESH
2023-03-02,10.99,BANGLADESH
2023-03-03,11.01,BANGLADESH
2023-03-02,10.99,BANGLADESH
2023-03-03,11.01,BANGLADESH
2023-03-03,0.37,NEPAL
2023-03-03,337.63,SRI LANKA
2023-03-03,335.00,UNITED ARAB EMIRATES
2023-03-03,335.00,UNITED ARAB EMIRATES
2023-03-19,0.37,NEPAL
2023-03-18,22.05,UNITED ARAB EMIRATES
2023-03-20,22.05,UNITED ARAB EMIRATES
2023-03-19,18.30,NEPAL
2023-03-20,3.25,UNITED ARAB EMIRATES
2023-03-20,4.73,UNITED ARAB EMIRATES
2023-03-20,4.80,KENYA
2023-03-18,20.29,UNITED ARAB EMIRATES
2023-03-18,23.18,UNITED ARAB EMIRATES
2023-03-20,23.18,UNITED ARAB EMIRATES
2023-03-20,20.29,UNITED ARAB EMIRATES
2023-03-20,6.30,UNITED ARAB EMIRATES
2023-03-20,6.41,KENYA
2023-03-18,6.63,NETHERLANDS
2023-03-19,16.27,NEPAL
2023-03-19,15.79,NEPAL
2023-03-10,0.49,NEPAL
2023-03-11,0.37,NEPAL
2023-03-11,0.37,NEPAL
2023-03-11,6.36,GUATEMALA
2023-03-11,0.37,NEPAL
2023-03-11,0.37,NEPAL
2023-03-13,337.50,SRI LANKA
2023-03-05,18.35,NEPAL
2023-03-08,6.52,UGANDA
2023-03-06,337.46,SRI LANKA
2023-03-06,335.00,UNITED ARAB EMIRATES
2023-03-06,335.00,UNITED ARAB EMIRATES
2023-03-06,335.00,UNITED ARAB EMIRATES
2023-03-06,335.00,UNITED ARAB EMIRATES
2023-03-06,335.00,UNITED ARAB EMIRATES
2023-03-06,335.02,UNITED ARAB EMIRATES
2023-03-06,335.00,UNITED ARAB EMIRATES
2023-03-06,335.02,UNITED ARAB EMIRATES
2023-03-08,12.23,UGANDA
2023-03-08,7.34,UGANDA
2023-03-31,1.73,BHUTAN
2023-03-31,2.67,NEPAL
2023-03-31,21.96,NEPAL
2023-03-17,384.16,NEPAL
2023-03-23,4.32,MYANMAR
2023-03-23,4.19,MYANMAR
2023-03-23,4.23,MYANMAR
2023-03-10,337.47,SRI LANKA
2023-03-09,0.37,NEPAL
2023-03-02,384.66,NEPAL
2023-03-01,18.01,BANGLADESH
2023-03-01,10.99,BANGLADESH
2023-03-01,10.99,BANGLADESH
2023-03-02,337.51,SRI LANKA
2023-03-02,337.60,SRI LANKA
2023-03-01,7.46,RUSSIAN FEDERATION
2023-03-01,337.38,SRI LANKA
2023-03-23,425.06,GABON
2023-03-24,425.06,GABON
2023-03-24,0.37,NEPAL
2023-03-27,425.06,GABON
2023-03-27,0.37,NEPAL
2023-03-26,4.27,NEPAL
2023-03-26,4.27,NEPAL
2023-03-30,0.37,NEPAL
2023-03-09,337.45,SRI LANKA
2023-03-09,337.38,SRI LANKA
2023-03-09,337.36,SRI LANKA
2023-03-09,337.49,SRI LANKA
2023-03-09,337.52,SRI LANKA
2023-03-24,0.00,BHUTAN
2023-03-24,0.38,SRI LANKA
2023-03-10,385.38,NEPAL
2023-03-10,0.37,NEPAL
2023-03-10,0.37,NEPAL
2023-03-10,0.37,NEPAL
2023-03-25,0.55,KENYA
2023-03-25,0.37,NEPAL
2023-03-25,337.51,SRI LANKA
2023-03-28,366.08,NEPAL
2023-03-28,0.37,NEPAL
2023-03-28,0.37,NEPAL
2023-03-28,15.25,ZAMBIA
2023-03-28,4.27,NEPAL
2023-03-28,4.27,NEPAL
2023-03-28,4.32,MYANMAR
2023-03-28,4.19,MYANMAR
2023-03-28,4.23,MYANMAR
2023-03-28,337.51,SRI LANKA
2023-03-27,350.02,BANGLADESH
2022-04-05,39.89,GHANA
2022-04-06,0.40,NEPAL
2022-04-11,15.81,QATAR
2022-04-11,3.99,QATAR
2022-04-09,0.40,NEPAL
2022-04-09,0.40,NEPAL
2022-04-12,13.32,OMAN
2022-04-08,0.46,SRI LANKA
2022-04-05,19.95,GHANA
2022-04-26,79.52,GREECE
2022-04-23,15.74,QATAR
2022-04-23,3.98,QATAR
2022-04-02,12.63,MYANMAR
2022-04-12,0.40,NEPAL
2022-04-16,0.61,NEPAL
2022-04-18,0.46,SRI LANKA
2022-04-22,0.40,NEPAL
2022-04-22,0.40,NEPAL
2022-04-20,8.11,SINGAPORE
2022-04-20,0.40,NEPAL
2022-04-20,0.40,NEPAL
2022-04-24,0.56,NEPAL
2022-04-23,0.46,SRI LANKA
2022-04-24,0.40,NEPAL
2022-04-05,8.31,SINGAPORE
2022-04-03,0.40,NEPAL
2022-04-03,0.40,NEPAL
2022-04-04,0.40,NEPAL
2022-04-07,8.31,SINGAPORE
2022-04-05,0.40,NEPAL
2022-04-06,0.41,SRI LANKA
2022-04-06,0.41,SRI LANKA
2022-04-06,0.41,SRI LANKA
2022-04-07,0.46,SRI LANKA
2022-04-12,2.66,SAUDI ARABIA
2022-04-12,2.00,SAUDI ARABIA
2022-04-12,5.33,SAUDI ARABIA
2022-04-22,459.97,SRI LANKA
2022-04-22,0.41,SRI LANKA
2022-04-29,6.89,GABON
2022-04-30,0.33,NEPAL
2022-04-12,7.06,OMAN
2022-04-19,0.40,NEPAL
2022-04-19,0.40,NEPAL
2022-04-19,0.40,NEPAL
2022-02-08,0.84,"VIETNAM, DEMOCRATIC REPUBLIC OF"
2022-02-02,0.41,NEPAL
2022-02-12,0.49,SRI LANKA
2022-02-13,0.40,NEPAL
2022-02-13,24.31,NEPAL
2022-02-09,0.57,SRI LANKA
2022-02-01,0.41,NEPAL
2022-02-21,4.37,UNITED ARAB EMIRATES
2022-02-21,5.38,UNITED ARAB EMIRATES
2022-02-20,0.57,GERMANY
2022-02-24,0.40,NEPAL
2022-02-25,0.62,NEPAL
2022-02-24,0.40,NEPAL
2022-02-28,0.41,SRI LANKA
2022-02-26,0.44,SRI LANKA
2022-02-03,0.61,NEPAL
2022-02-06,20.26,NEPAL
2022-02-04,0.40,NEPAL
2022-02-08,0.61,NEPAL
2022-02-08,0.61,NEPAL
2022-02-04,0.49,SRI LANKA
2022-02-04,0.49,SRI LANKA
2022-02-04,0.50,SRI LANKA
2022-02-03,0.61,NEPAL
2022-02-10,465.79,NEPAL
2022-02-10,0.40,NEPAL
2022-02-11,0.41,NEPAL
2022-02-18,3.36,NEPAL
2022-02-18,13.99,GHANA
2022-02-18,9.01,GHANA
2022-02-21,0.40,NEPAL
2022-02-21,0.40,NEPAL
2022-02-19,98.63,UGANDA
2022-02-23,0.40,NEPAL
2022-02-27,6.91,UNITED STATES
2022-02-27,6.91,UNITED STATES
2022-02-27,0.61,NEPAL
2022-02-27,0.60,NEPAL
2022-02-27,0.40,NEPAL
2022-02-28,3.43,NEPAL
2022-02-15,13.50,THAILAND
2022-02-15,0.40,NEPAL
2022-02-03,2.72,GREECE
2022-02-03,1.36,GREECE
2022-02-05,0.41,NEPAL
2022-02-07,0.40,NEPAL
2022-02-07,0.40,NEPAL
2022-02-18,0.40,NEPAL
2022-02-22,0.43,SRI LANKA
2022-02-22,0.56,SRI LANKA
2022-02-22,0.46,SRI LANKA
2022-02-22,0.43,SRI LANKA
2022-02-22,0.56,SRI LANKA
2022-02-22,0.46,SRI LANKA
2022-06-01,0.39,NEPAL
2022-06-02,6.50,MALAWI
2022-06-06,4.41,KENYA
2022-06-06,5.00,KENYA
2022-06-05,0.39,NEPAL
2022-06-06,389.97,BANGLADESH
2022-06-06,389.97,BANGLADESH
2022-06-06,389.97,BANGLADESH
2022-06-06,389.97,BANGLADESH
2022-06-17,0.39,NEPAL
2022-06-17,0.39,NEPAL
2022-06-20,0.39,NEPAL
2022-06-21,5.18,UGANDA
2022-06-21,2.88,UNITED ARAB EMIRATES
2022-06-24,388.93,SRI LANKA
2022-06-24,388.93,SRI LANKA
2022-06-24,388.96,SRI LANKA
2022-06-24,388.96,SRI LANKA
2022-06-26,0.39,NEPAL
2022-06-27,5.18,"CONGO, THE DEMOCRATIC REPUBLIC OF THE"
2022-06-27,0.39,NEPAL
2022-06-28,356.50,UNITED ARAB EMIRATES
2022-06-28,351.00,UNITED ARAB EMIRATES
2022-06-28,350.00,UNITED ARAB EMIRATES
2022-06-28,388.98,SRI LANKA
2022-06-28,389.02,SRI LANKA
2022-06-28,389.00,SRI LANKA
2022-06-29,2.68,MOZAMBIQUE
2022-06-30,6.69,MOZAMBIQUE
2022-06-30,0.39,NEPAL
2022-06-02,0.39,NEPAL
2022-06-02,6.50,MALAWI
2022-06-04,0.39,NEPAL
2022-06-06,481.82,NEPAL
2022-06-06,0.39,NEPAL
2022-06-08,0.39,NEPAL
2022-06-08,0.39,NEPAL
2022-06-09,3.59,MALAYSIA
2022-06-08,1.63,"TANZANIA, UNITED REPUBLIC OF"
2022-06-10,0.39,NEPAL
2022-06-10,0.39,NEPAL
2022-06-12,0.39,NEPAL
2022-06-12,0.39,NEPAL
2022-06-10,82.03,KENYA
2022-06-13,6.51,NEPAL
2022-06-11,0.50,NEPAL
2022-06-14,5.21,"CONGO, THE DEMOCRATIC REPUBLIC OF THE"
2022-06-13,2.17,SOUTH AFRICA
2022-06-16,0.39,NEPAL
2022-06-20,7.39,NETHERLANDS
2022-06-20,6.69,NETHERLANDS
2022-06-20,6.69,NETHERLANDS
2022-06-23,0.39,NEPAL
2022-06-24,0.52,NEPAL
